ID_Venda,Data_Venda,Produto,Categoria,Preço_Unitário,Quantidade,Método_Pagamento,Região,Canal_Venda,Tipo_Cliente,Valor_Total
491,2023-01-21 10:00:00,Teclado,Impressoras,1106.1,4,Pix,Norte,Website,Novo,4424.4
492,2023-01-21 11:00:00,Câmera,Periféricos,1692.82,3,Cartão de Crédito,Norte,Website,Novo,5078.46
493,2023-01-21 12:00:00,Câmera,Periféricos,1835.95,10,Pix,Sudeste,Website,Novo,18359.5
494,2023-01-21 13:00:00,Monitor,Eletrônicos,1131.3,1,Cartão de Crédito,Centro-Oeste,Website,Recorrente,1131.3
495,2023-01-21 14:00:00,Mouse,Fotografia,3775.65,10,Cartão de Crédito,Nordeste,Website,Recorrente,37756.5
496,2023-01-21 15:00:00,Mouse,Fotografia,2675.97,3,Cartão de Crédito,Sul,Redes Sociais,Recorrente,8027.91
497,2023-01-21 16:00:00,Mouse,Acessórios,4983.32,8,Cartão de Crédito,Sul,Website,Novo,39866.56
498,2023-01-21 17:00:00,Headphone,Impressoras,4127.26,10,Pix,Nordeste,Website,Recorrente,41272.600000000006
499,2023-01-21 18:00:00,Impressora,Fotografia,4906.61,2,PayPal,Norte,Website,Novo,9813.22
500,2023-01-21 19:00:00,Mouse,Impressoras,93.58,5,Cartão de Crédito,Nordeste,Marketplace,Novo,467.9
501,2023-01-21 20:00:00,Tablet,Eletrônicos,3361.25,6,Boleto Bancário,Sudeste,Website,Novo,20167.5
502,2023-01-21 21:00:00,Smartphone,Periféricos,2256.05,7,Cartão de Crédito,Sul,Marketplace,Recorrente,15792.350000000002
503,2023-01-21 22:00:00,Smartwatch,Impressoras,4527.26,1,Pix,Nordeste,Website,Novo,4527.26
504,2023-01-21 23:00:00,Impressora,Fotografia,3087.82,9,Cartão de Crédito,Sudeste,Website,Novo,27790.38
505,2023-01-22 00:00:00,Câmera,Periféricos,3124.6,4,PayPal,Centro-Oeste,Website,Recorrente,12498.4
506,2023-01-22 01:00:00,Monitor,Impressoras,4796.54,4,Pix,Nordeste,Redes Sociais,Novo,19186.16
507,2023-01-22 02:00:00,Smartphone,Impressoras,3428.63,2,Cartão de Crédito,Nordeste,Marketplace,Novo,6857.26
508,2023-01-22 03:00:00,Headphone,Acessórios,1638.64,9,Cartão de Crédito,Nordeste,Marketplace,Recorrente,14747.76
509,2023-01-22 04:00:00,Smartwatch,Periféricos,4583.87,2,Cartão de Crédito,Sudeste,Redes Sociais,Novo,9167.74
510,2023-01-22 05:00:00,Headphone,Impressoras,4727.69,10,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,47276.899999999994
511,2023-01-22 06:00:00,Headphone,Acessórios,1960.09,6,PayPal,Sul,Marketplace,Novo,11760.539999999999
512,2023-01-22 07:00:00,Tablet,Fotografia,2724.17,9,Pix,Norte,Marketplace,Novo,24517.53
513,2023-01-22 08:00:00,Notebook,Impressoras,1450.0,9,Pix,Centro-Oeste,Redes Sociais,Recorrente,13050.0
514,2023-01-22 09:00:00,Notebook,Acessórios,4561.11,4,Cartão de Crédito,Centro-Oeste,Website,Novo,18244.44
515,2023-01-22 10:00:00,Headphone,Acessórios,4119.44,8,Pix,Centro-Oeste,Website,Novo,32955.52
516,2023-01-22 11:00:00,Mouse,Periféricos,1906.04,4,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,7624.16
517,2023-01-22 12:00:00,Câmera,Acessórios,4023.94,5,Cartão de Crédito,Nordeste,Marketplace,Recorrente,20119.7
518,2023-01-22 13:00:00,Smartphone,Impressoras,2255.51,1,Pix,Sul,Marketplace,Recorrente,2255.51
519,2023-01-22 14:00:00,Mouse,Eletrônicos,267.07,4,Pix,Sudeste,Marketplace,Novo,1068.28
520,2023-01-22 15:00:00,Teclado,Fotografia,4496.49,2,Pix,Nordeste,Redes Sociais,Recorrente,8992.98
521,2023-01-22 16:00:00,Câmera,Impressoras,1002.94,3,Pix,Sudeste,Marketplace,Novo,3008.82
522,2023-01-22 17:00:00,Headphone,Impressoras,2593.78,8,Cartão de Crédito,Sudeste,Marketplace,Novo,20750.24
523,2023-01-22 18:00:00,Teclado,Fotografia,4743.65,8,PayPal,Sudeste,Marketplace,Novo,37949.2
524,2023-01-22 19:00:00,Mouse,Fotografia,878.6,3,Cartão de Crédito,Sul,Redes Sociais,Recorrente,2635.8
525,2023-01-22 20:00:00,Teclado,Acessórios,4783.57,3,Pix,Centro-Oeste,Marketplace,Novo,14350.71
526,2023-01-22 21:00:00,Headphone,Impressoras,2712.98,1,PayPal,Norte,Redes Sociais,Novo,2712.98
527,2023-01-22 22:00:00,Tablet,Acessórios,86.29,1,Boleto Bancário,Norte,Website,Recorrente,86.29
528,2023-01-22 23:00:00,Notebook,Periféricos,374.09,6,Cartão de Crédito,Centro-Oeste,Redes Sociais,Recorrente,2244.54
529,2023-01-23 00:00:00,Smartphone,Acessórios,3368.16,5,Cartão de Crédito,Centro-Oeste,Website,Recorrente,16840.8
530,2023-01-23 01:00:00,Teclado,Periféricos,3879.23,4,Cartão de Crédito,Sul,Website,Recorrente,15516.92
531,2023-01-23 02:00:00,Headphone,Eletrônicos,4331.51,7,Cartão de Crédito,Norte,Redes Sociais,Novo,30320.57
532,2023-01-23 03:00:00,Tablet,Impressoras,2149.84,5,Boleto Bancário,Nordeste,Marketplace,Novo,10749.2
533,2023-01-23 04:00:00,Impressora,Periféricos,564.44,6,Boleto Bancário,Sul,Redes Sociais,Recorrente,3386.6400000000003
534,2023-01-23 05:00:00,Mouse,Eletrônicos,2711.88,10,PayPal,Norte,Website,Novo,27118.800000000003
535,2023-01-23 06:00:00,Notebook,Fotografia,3528.58,8,PayPal,Nordeste,Marketplace,Recorrente,28228.64
536,2023-01-23 07:00:00,Impressora,Acessórios,4882.31,1,Pix,Sul,Redes Sociais,Novo,4882.31
537,2023-01-23 08:00:00,Headphone,Eletrônicos,3887.27,2,Pix,Norte,Marketplace,Novo,7774.54
538,2023-01-23 09:00:00,Smartphone,Periféricos,3250.48,1,Pix,Nordeste,Marketplace,Recorrente,3250.48
539,2023-01-23 10:00:00,Mouse,Impressoras,4701.77,9,Boleto Bancário,Sudeste,Redes Sociais,Novo,42315.93000000001
540,2023-01-23 11:00:00,Tablet,Fotografia,3747.11,3,Boleto Bancário,Norte,Marketplace,Recorrente,11241.33
541,2023-01-23 12:00:00,Mouse,Fotografia,811.09,3,Boleto Bancário,Nordeste,Redes Sociais,Novo,2433.27
542,2023-01-23 13:00:00,Impressora,Eletrônicos,2323.16,1,Cartão de Crédito,Sul,Website,Recorrente,2323.16
543,2023-01-23 14:00:00,Impressora,Eletrônicos,1691.99,8,Cartão de Crédito,Nordeste,Redes Sociais,Novo,13535.92
544,2023-01-23 15:00:00,Câmera,Acessórios,483.23,9,Boleto Bancário,Sul,Marketplace,Recorrente,4349.07
545,2023-01-23 16:00:00,Monitor,Fotografia,318.63,2,PayPal,Nordeste,Redes Sociais,Novo,637.26
546,2023-01-23 17:00:00,Mouse,Fotografia,3981.36,2,Pix,Centro-Oeste,Marketplace,Novo,7962.72
547,2023-01-23 18:00:00,Câmera,Acessórios,2812.52,4,PayPal,Norte,Website,Recorrente,11250.08
548,2023-01-23 19:00:00,Impressora,Impressoras,2896.06,8,PayPal,Sul,Website,Recorrente,23168.48
549,2023-01-23 20:00:00,Teclado,Acessórios,1176.85,10,Boleto Bancário,Nordeste,Marketplace,Novo,11768.5
550,2023-01-23 21:00:00,Impressora,Periféricos,1330.31,10,Boleto Bancário,Sul,Marketplace,Recorrente,13303.099999999999
551,2023-01-23 22:00:00,Mouse,Periféricos,1970.76,6,Pix,Sudeste,Redes Sociais,Recorrente,11824.56
552,2023-01-23 23:00:00,Tablet,Eletrônicos,3169.58,7,PayPal,Sul,Marketplace,Novo,22187.059999999998
553,2023-01-24 00:00:00,Mouse,Acessórios,2193.47,4,PayPal,Norte,Redes Sociais,Recorrente,8773.88
554,2023-01-24 01:00:00,Mouse,Acessórios,133.61,6,PayPal,Sudeste,Marketplace,Novo,801.6600000000001
555,2023-01-24 02:00:00,Smartwatch,Eletrônicos,3382.83,4,PayPal,Norte,Website,Recorrente,13531.32
556,2023-01-24 03:00:00,Headphone,Impressoras,2697.43,2,Cartão de Crédito,Nordeste,Redes Sociais,Recorrente,5394.86
557,2023-01-24 04:00:00,Smartwatch,Acessórios,3225.04,6,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,19350.239999999998
558,2023-01-24 05:00:00,Impressora,Fotografia,3110.83,4,Cartão de Crédito,Norte,Website,Recorrente,12443.32
559,2023-01-24 06:00:00,Mouse,Acessórios,3792.0,2,Boleto Bancário,Sul,Marketplace,Recorrente,7584.0
560,2023-01-24 07:00:00,Headphone,Impressoras,2948.76,4,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,11795.04
561,2023-01-24 08:00:00,Smartwatch,Acessórios,3519.37,7,Pix,Sul,Website,Recorrente,24635.59
562,2023-01-24 09:00:00,Mouse,Fotografia,409.32,4,PayPal,Sudeste,Redes Sociais,Novo,1637.28
563,2023-01-24 10:00:00,Smartphone,Periféricos,4643.84,7,Boleto Bancário,Sudeste,Website,Recorrente,32506.88
564,2023-01-24 11:00:00,Smartwatch,Periféricos,575.37,4,Boleto Bancário,Sudeste,Website,Novo,2301.48
565,2023-01-24 12:00:00,Headphone,Impressoras,3945.11,2,Boleto Bancário,Nordeste,Marketplace,Recorrente,7890.22
566,2023-01-24 13:00:00,Smartwatch,Impressoras,1541.69,8,Cartão de Crédito,Sudeste,Marketplace,Recorrente,12333.52
567,2023-01-24 14:00:00,Monitor,Fotografia,478.2,10,PayPal,Norte,Redes Sociais,Recorrente,4782.0
568,2023-01-24 15:00:00,Monitor,Periféricos,3838.11,8,Boleto Bancário,Sul,Website,Recorrente,30704.88
569,2023-01-24 16:00:00,Impressora,Periféricos,2216.5,1,Pix,Sudeste,Website,Recorrente,2216.5
570,2023-01-24 17:00:00,Smartphone,Periféricos,2005.81,7,Pix,Norte,Redes Sociais,Recorrente,14040.67
571,2023-01-24 18:00:00,Tablet,Periféricos,3320.58,3,PayPal,Norte,Marketplace,Novo,9961.74
572,2023-01-24 19:00:00,Tablet,Fotografia,2396.24,4,PayPal,Sudeste,Marketplace,Novo,9584.96
573,2023-01-24 20:00:00,Headphone,Impressoras,2690.67,10,PayPal,Norte,Website,Novo,26906.7
574,2023-01-24 21:00:00,Teclado,Impressoras,725.09,8,Pix,Nordeste,Marketplace,Novo,5800.72
575,2023-01-24 22:00:00,Tablet,Eletrônicos,1985.41,3,PayPal,Sudeste,Marketplace,Recorrente,5956.2300000000005
576,2023-01-24 23:00:00,Headphone,Impressoras,3997.55,7,Boleto Bancário,Sul,Redes Sociais,Novo,27982.850000000002
577,2023-01-25 00:00:00,Smartphone,Periféricos,2751.34,6,Cartão de Crédito,Nordeste,Website,Recorrente,16508.04
578,2023-01-25 01:00:00,Teclado,Acessórios,4802.66,3,Pix,Centro-Oeste,Redes Sociais,Novo,14407.98
579,2023-01-25 02:00:00,Teclado,Periféricos,763.17,8,Cartão de Crédito,Sul,Marketplace,Novo,6105.36
580,2023-01-25 03:00:00,Monitor,Periféricos,3402.58,4,Pix,Sul,Website,Novo,13610.32
581,2023-01-25 04:00:00,Impressora,Impressoras,4575.14,6,Boleto Bancário,Sul,Redes Sociais,Recorrente,27450.840000000004
582,2023-01-25 05:00:00,Mouse,Eletrônicos,3985.33,5,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,19926.65
583,2023-01-25 06:00:00,Teclado,Fotografia,3660.16,4,Boleto Bancário,Sul,Redes Sociais,Novo,14640.64
584,2023-01-25 07:00:00,Notebook,Acessórios,1897.0,6,Boleto Bancário,Norte,Marketplace,Recorrente,11382.0
585,2023-01-25 08:00:00,Headphone,Acessórios,4749.85,3,Pix,Sul,Marketplace,Novo,14249.550000000001
586,2023-01-25 09:00:00,Teclado,Eletrônicos,2789.94,1,Boleto Bancário,Nordeste,Website,Recorrente,2789.94
587,2023-01-25 10:00:00,Teclado,Periféricos,2797.6,10,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,27976.0
588,2023-01-25 11:00:00,Câmera,Fotografia,660.01,1,Pix,Sudeste,Redes Sociais,Recorrente,660.01
589,2023-01-25 12:00:00,Notebook,Fotografia,74.9,5,PayPal,Centro-Oeste,Marketplace,Novo,374.5
590,2023-01-25 13:00:00,Câmera,Fotografia,3003.44,3,Pix,Sudeste,Marketplace,Novo,9010.32
591,2023-01-25 14:00:00,Teclado,Impressoras,2708.9,2,Boleto Bancário,Sul,Redes Sociais,Novo,5417.8
592,2023-01-25 15:00:00,Mouse,Periféricos,4737.55,8,Pix,Sudeste,Website,Recorrente,37900.4
593,2023-01-25 16:00:00,Notebook,Acessórios,1558.22,8,Boleto Bancário,Norte,Redes Sociais,Novo,12465.76
594,2023-01-25 17:00:00,Monitor,Acessórios,3754.07,7,Cartão de Crédito,Sudeste,Website,Novo,26278.49
595,2023-01-25 18:00:00,Smartwatch,Periféricos,4522.55,3,PayPal,Sudeste,Redes Sociais,Recorrente,13567.650000000001
596,2023-01-25 19:00:00,Teclado,Acessórios,1752.07,6,Cartão de Crédito,Nordeste,Marketplace,Novo,10512.42
597,2023-01-25 20:00:00,Teclado,Impressoras,2092.64,4,Cartão de Crédito,Norte,Redes Sociais,Novo,8370.56
598,2023-01-25 21:00:00,Impressora,Fotografia,3247.36,5,PayPal,Sudeste,Redes Sociais,Recorrente,16236.800000000001
599,2023-01-25 22:00:00,Impressora,Acessórios,2587.14,10,Cartão de Crédito,Sudeste,Marketplace,Novo,25871.399999999998
600,2023-01-25 23:00:00,Câmera,Impressoras,846.72,3,Cartão de Crédito,Sul,Marketplace,Novo,2540.16
601,2023-01-26 00:00:00,Headphone,Fotografia,1142.9,10,Boleto Bancário,Centro-Oeste,Website,Novo,11429.0
602,2023-01-26 01:00:00,Mouse,Periféricos,4182.0,3,PayPal,Centro-Oeste,Marketplace,Recorrente,12546.0
603,2023-01-26 02:00:00,Headphone,Periféricos,1011.91,10,Pix,Sul,Redes Sociais,Novo,10119.1
604,2023-01-26 03:00:00,Smartwatch,Impressoras,947.72,9,Boleto Bancário,Sudeste,Redes Sociais,Novo,8529.48
605,2023-01-26 04:00:00,Teclado,Impressoras,4008.32,4,PayPal,Sudeste,Redes Sociais,Recorrente,16033.28
606,2023-01-26 05:00:00,Mouse,Impressoras,4268.64,2,Cartão de Crédito,Nordeste,Website,Novo,8537.28
607,2023-01-26 06:00:00,Notebook,Acessórios,4264.37,7,Cartão de Crédito,Centro-Oeste,Website,Novo,29850.59
608,2023-01-26 07:00:00,Teclado,Periféricos,4665.23,9,Boleto Bancário,Sul,Marketplace,Recorrente,41987.06999999999
609,2023-01-26 08:00:00,Monitor,Acessórios,4971.85,8,Boleto Bancário,Nordeste,Website,Novo,39774.8
610,2023-01-26 09:00:00,Teclado,Acessórios,2333.26,4,PayPal,Sudeste,Redes Sociais,Recorrente,9333.04
611,2023-01-26 10:00:00,Tablet,Fotografia,2770.84,10,Boleto Bancário,Nordeste,Redes Sociais,Novo,27708.4
612,2023-01-26 11:00:00,Mouse,Impressoras,1488.73,8,Boleto Bancário,Sudeste,Website,Recorrente,11909.84
613,2023-01-26 12:00:00,Tablet,Acessórios,383.45,8,PayPal,Nordeste,Redes Sociais,Recorrente,3067.6
614,2023-01-26 13:00:00,Câmera,Fotografia,536.1,5,Boleto Bancário,Sudeste,Redes Sociais,Novo,2680.5
615,2023-01-26 14:00:00,Impressora,Eletrônicos,3641.67,1,PayPal,Nordeste,Website,Novo,3641.67
616,2023-01-26 15:00:00,Notebook,Fotografia,2461.59,7,Boleto Bancário,Sudeste,Website,Novo,17231.13
617,2023-01-26 16:00:00,Teclado,Eletrônicos,1687.71,4,Boleto Bancário,Sul,Website,Novo,6750.84
618,2023-01-26 17:00:00,Câmera,Eletrônicos,684.66,4,Boleto Bancário,Nordeste,Marketplace,Recorrente,2738.64
619,2023-01-26 18:00:00,Câmera,Eletrônicos,3294.59,6,Cartão de Crédito,Nordeste,Website,Recorrente,19767.54
620,2023-01-26 19:00:00,Notebook,Eletrônicos,545.22,7,Boleto Bancário,Centro-Oeste,Website,Recorrente,3816.54
621,2023-01-26 20:00:00,Smartphone,Impressoras,3116.6,10,PayPal,Nordeste,Marketplace,Novo,31166.0
622,2023-01-26 21:00:00,Teclado,Acessórios,4505.59,4,Cartão de Crédito,Sul,Redes Sociais,Recorrente,18022.36
623,2023-01-26 22:00:00,Tablet,Acessórios,1623.04,10,Cartão de Crédito,Sul,Redes Sociais,Recorrente,16230.4
624,2023-01-26 23:00:00,Mouse,Eletrônicos,2280.7,3,Boleto Bancário,Centro-Oeste,Website,Novo,6842.099999999999
625,2023-01-27 00:00:00,Tablet,Acessórios,3100.9,10,Pix,Sudeste,Marketplace,Recorrente,31009.0
626,2023-01-27 01:00:00,Notebook,Eletrônicos,1563.09,1,Cartão de Crédito,Sul,Website,Recorrente,1563.09
627,2023-01-27 02:00:00,Smartwatch,Acessórios,2941.64,7,PayPal,Norte,Redes Sociais,Recorrente,20591.48
628,2023-01-27 03:00:00,Teclado,Fotografia,2849.48,1,Boleto Bancário,Norte,Marketplace,Recorrente,2849.48
629,2023-01-27 04:00:00,Monitor,Impressoras,1854.24,1,PayPal,Sudeste,Website,Novo,1854.24
630,2023-01-27 05:00:00,Headphone,Periféricos,1615.85,8,Pix,Sudeste,Redes Sociais,Recorrente,12926.8
631,2023-01-27 06:00:00,Mouse,Eletrônicos,2170.12,9,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,19531.079999999998
632,2023-01-27 07:00:00,Monitor,Fotografia,73.92,1,PayPal,Centro-Oeste,Redes Sociais,Novo,73.92
633,2023-01-27 08:00:00,Monitor,Fotografia,1268.57,7,PayPal,Nordeste,Website,Recorrente,8879.99
634,2023-01-27 09:00:00,Teclado,Impressoras,1146.55,9,Boleto Bancário,Norte,Marketplace,Novo,10318.949999999999
635,2023-01-27 10:00:00,Smartwatch,Impressoras,3712.09,7,Pix,Norte,Redes Sociais,Recorrente,25984.63
636,2023-01-27 11:00:00,Teclado,Eletrônicos,2208.81,8,Cartão de Crédito,Norte,Marketplace,Novo,17670.48
637,2023-01-27 12:00:00,Smartwatch,Eletrônicos,4208.54,2,Cartão de Crédito,Sudeste,Redes Sociais,Novo,8417.08
638,2023-01-27 13:00:00,Smartphone,Fotografia,714.81,8,Boleto Bancário,Sul,Website,Novo,5718.48
639,2023-01-27 14:00:00,Mouse,Fotografia,3678.22,8,Boleto Bancário,Norte,Redes Sociais,Novo,29425.76
640,2023-01-27 15:00:00,Notebook,Impressoras,4395.53,4,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,17582.12
641,2023-01-27 16:00:00,Impressora,Eletrônicos,2341.1,2,Boleto Bancário,Sudeste,Marketplace,Novo,4682.2
642,2023-01-27 17:00:00,Notebook,Eletrônicos,1825.77,9,Pix,Sul,Redes Sociais,Recorrente,16431.93
643,2023-01-27 18:00:00,Monitor,Fotografia,1562.09,1,PayPal,Norte,Website,Novo,1562.09
644,2023-01-27 19:00:00,Headphone,Periféricos,2780.78,7,PayPal,Sudeste,Redes Sociais,Novo,19465.460000000003
645,2023-01-27 20:00:00,Smartphone,Fotografia,920.06,4,Pix,Norte,Marketplace,Recorrente,3680.24
646,2023-01-27 21:00:00,Notebook,Periféricos,3052.81,3,Boleto Bancário,Sudeste,Marketplace,Novo,9158.43
647,2023-01-27 22:00:00,Notebook,Eletrônicos,4216.88,6,Cartão de Crédito,Norte,Redes Sociais,Recorrente,25301.28
648,2023-01-27 23:00:00,Headphone,Fotografia,4300.63,5,Boleto Bancário,Norte,Redes Sociais,Recorrente,21503.15
649,2023-01-28 00:00:00,Headphone,Impressoras,743.01,4,PayPal,Sul,Website,Recorrente,2972.04
650,2023-01-28 01:00:00,Notebook,Acessórios,2716.16,2,Boleto Bancário,Sul,Website,Recorrente,5432.32
651,2023-01-28 02:00:00,Câmera,Eletrônicos,1353.01,1,PayPal,Centro-Oeste,Website,Recorrente,1353.01
652,2023-01-28 03:00:00,Tablet,Eletrônicos,4437.36,8,Boleto Bancário,Sudeste,Redes Sociais,Recorrente,35498.88
653,2023-01-28 04:00:00,Headphone,Fotografia,428.49,5,Cartão de Crédito,Sul,Website,Novo,2142.45
654,2023-01-28 05:00:00,Tablet,Acessórios,423.23,3,PayPal,Sudeste,Redes Sociais,Novo,1269.69
655,2023-01-28 06:00:00,Mouse,Acessórios,142.22,8,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,1137.76
656,2023-01-28 07:00:00,Smartphone,Acessórios,2560.53,10,Pix,Sul,Website,Novo,25605.300000000003
657,2023-01-28 08:00:00,Câmera,Fotografia,204.41,10,Boleto Bancário,Sul,Website,Novo,2044.1
658,2023-01-28 09:00:00,Headphone,Fotografia,2930.36,1,Cartão de Crédito,Sudeste,Marketplace,Recorrente,2930.36
659,2023-01-28 10:00:00,Mouse,Periféricos,2055.42,8,Pix,Sul,Website,Novo,16443.36
660,2023-01-28 11:00:00,Smartwatch,Periféricos,2970.68,8,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,23765.44
661,2023-01-28 12:00:00,Monitor,Periféricos,4536.2,3,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,13608.599999999999
662,2023-01-28 13:00:00,Tablet,Impressoras,2780.39,7,Pix,Nordeste,Website,Recorrente,19462.73
663,2023-01-28 14:00:00,Câmera,Eletrônicos,2740.17,3,PayPal,Sul,Redes Sociais,Recorrente,8220.51
664,2023-01-28 15:00:00,Câmera,Periféricos,4993.7,6,Pix,Sudeste,Redes Sociais,Novo,29962.199999999997
665,2023-01-28 16:00:00,Smartphone,Impressoras,2386.91,8,Pix,Centro-Oeste,Marketplace,Novo,19095.28
666,2023-01-28 17:00:00,Tablet,Impressoras,3887.23,1,Boleto Bancário,Norte,Website,Novo,3887.23
667,2023-01-28 18:00:00,Smartwatch,Fotografia,1860.8,2,PayPal,Centro-Oeste,Redes Sociais,Novo,3721.6
668,2023-01-28 19:00:00,Smartphone,Acessórios,1155.37,7,PayPal,Nordeste,Redes Sociais,Recorrente,8087.589999999999
669,2023-01-28 20:00:00,Câmera,Acessórios,3872.12,6,Pix,Nordeste,Website,Novo,23232.72
670,2023-01-28 21:00:00,Notebook,Periféricos,3679.47,9,Pix,Nordeste,Marketplace,Novo,33115.229999999996
671,2023-01-28 22:00:00,Smartwatch,Eletrônicos,1490.45,1,Pix,Norte,Marketplace,Novo,1490.45
672,2023-01-28 23:00:00,Câmera,Eletrônicos,2350.27,5,PayPal,Nordeste,Redes Sociais,Novo,11751.35
673,2023-01-29 00:00:00,Teclado,Eletrônicos,2576.54,7,Pix,Sul,Marketplace,Recorrente,18035.78
674,2023-01-29 01:00:00,Teclado,Impressoras,2014.09,5,Cartão de Crédito,Centro-Oeste,Website,Recorrente,10070.449999999999
675,2023-01-29 02:00:00,Headphone,Impressoras,2535.73,10,Boleto Bancário,Sul,Marketplace,Recorrente,25357.3
676,2023-01-29 03:00:00,Smartphone,Impressoras,3330.26,9,Boleto Bancário,Sul,Marketplace,Novo,29972.340000000004
677,2023-01-29 04:00:00,Câmera,Fotografia,4247.51,10,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,42475.100000000006
678,2023-01-29 05:00:00,Headphone,Impressoras,4042.37,4,Pix,Nordeste,Redes Sociais,Novo,16169.48
679,2023-01-29 06:00:00,Smartphone,Eletrônicos,3089.48,2,Boleto Bancário,Sudeste,Website,Novo,6178.96
680,2023-01-29 07:00:00,Smartwatch,Eletrônicos,870.93,10,Pix,Norte,Redes Sociais,Novo,8709.3
681,2023-01-29 08:00:00,Câmera,Acessórios,2594.98,6,Boleto Bancário,Norte,Marketplace,Recorrente,15569.880000000001
682,2023-01-29 09:00:00,Smartphone,Eletrônicos,2258.79,1,PayPal,Centro-Oeste,Website,Novo,2258.79
683,2023-01-29 10:00:00,Câmera,Impressoras,936.77,9,Pix,Sul,Website,Novo,8430.93
684,2023-01-29 11:00:00,Notebook,Impressoras,4746.12,6,Pix,Sul,Website,Novo,28476.72
685,2023-01-29 12:00:00,Monitor,Periféricos,3314.1,1,Boleto Bancário,Nordeste,Website,Recorrente,3314.1
686,2023-01-29 13:00:00,Impressora,Fotografia,4840.29,2,PayPal,Nordeste,Redes Sociais,Recorrente,9680.58
687,2023-01-29 14:00:00,Teclado,Eletrônicos,3692.8,7,PayPal,Nordeste,Website,Novo,25849.600000000002
688,2023-01-29 15:00:00,Monitor,Fotografia,2443.34,6,Cartão de Crédito,Nordeste,Website,Recorrente,14660.04
689,2023-01-29 16:00:00,Smartphone,Eletrônicos,1826.04,8,Boleto Bancário,Norte,Marketplace,Recorrente,14608.32
690,2023-01-29 17:00:00,Impressora,Acessórios,1133.15,10,Cartão de Crédito,Centro-Oeste,Redes Sociais,Novo,11331.5
691,2023-01-29 18:00:00,Monitor,Acessórios,2463.83,1,PayPal,Centro-Oeste,Redes Sociais,Novo,2463.83
692,2023-01-29 19:00:00,Notebook,Fotografia,361.16,6,Pix,Norte,Website,Recorrente,2166.96
693,2023-01-29 20:00:00,Teclado,Impressoras,1878.7,6,PayPal,Sudeste,Website,Recorrente,11272.2
694,2023-01-29 21:00:00,Mouse,Periféricos,261.9,3,Boleto Bancário,Norte,Website,Novo,785.6999999999999
695,2023-01-29 22:00:00,Smartphone,Eletrônicos,1073.53,9,Cartão de Crédito,Nordeste,Website,Recorrente,9661.77
696,2023-01-29 23:00:00,Teclado,Eletrônicos,4543.24,2,Pix,Nordeste,Redes Sociais,Novo,9086.48
697,2023-01-30 00:00:00,Monitor,Periféricos,1838.19,9,PayPal,Sul,Marketplace,Novo,16543.71
698,2023-01-30 01:00:00,Mouse,Fotografia,2374.89,4,Pix,Norte,Marketplace,Novo,9499.56
699,2023-01-30 02:00:00,Tablet,Fotografia,2300.49,3,Pix,Centro-Oeste,Website,Novo,6901.469999999999
700,2023-01-30 03:00:00,Teclado,Eletrônicos,279.87,6,Pix,Centro-Oeste,Redes Sociais,Recorrente,1679.22
701,2023-01-30 04:00:00,Tablet,Acessórios,4903.92,4,Pix,Sudeste,Website,Recorrente,19615.68
702,2023-01-30 05:00:00,Impressora,Periféricos,1654.15,9,Pix,Nordeste,Marketplace,Novo,14887.35
703,2023-01-30 06:00:00,Smartwatch,Eletrônicos,3533.49,2,PayPal,Sul,Redes Sociais,Recorrente,7066.98
704,2023-01-30 07:00:00,Câmera,Acessórios,2630.8,8,Pix,Sudeste,Redes Sociais,Novo,21046.4
705,2023-01-30 08:00:00,Impressora,Fotografia,4156.75,10,PayPal,Norte,Website,Novo,41567.5
706,2023-01-30 09:00:00,Mouse,Acessórios,4182.62,4,PayPal,Centro-Oeste,Redes Sociais,Recorrente,16730.48
707,2023-01-30 10:00:00,Mouse,Impressoras,1353.41,4,Pix,Norte,Redes Sociais,Novo,5413.64
708,2023-01-30 11:00:00,Teclado,Eletrônicos,2744.53,6,Cartão de Crédito,Nordeste,Website,Novo,16467.18
709,2023-01-30 12:00:00,Câmera,Periféricos,910.56,6,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,5463.36
710,2023-01-30 13:00:00,Smartwatch,Acessórios,3285.69,5,Pix,Norte,Website,Novo,16428.45
711,2023-01-30 14:00:00,Monitor,Fotografia,1858.22,9,Boleto Bancário,Norte,Marketplace,Novo,16723.98
712,2023-01-30 15:00:00,Headphone,Acessórios,3284.02,7,PayPal,Centro-Oeste,Redes Sociais,Novo,22988.14
713,2023-01-30 16:00:00,Smartphone,Fotografia,4185.57,5,Cartão de Crédito,Nordeste,Marketplace,Recorrente,20927.85
